Sentence,Sentiment
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Maine note bandi ke baad apne business ko online shift kiya hai, ab main digital payment accept kar sakta hoon!",Positive
Note bandi ke baad mere paas digital payment ke options bahut badh gaye!,Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere life ko thoda mushkil banaya hai, lekin ab main digital payment ke options explore kar raha hoon!",Neutral
"Maine note bandi ke baad apne financial planning ko badhaya hai, main ab bachat karne laga hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Note bandi ne mere life ko bahut easy banaya hai, ab main cashless transaction kar sakta hoon!",Positive
"Maine note bandi ke baad apne financial literacy ko badhaya hai, main ab digital payment ke options samajh sakta hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Maine note bandi ke baad apne business ko online shift kiya hai, ab main digital payment accept kar sakta hoon!",Positive
Note bandi ke baad mere paas digital payment ke options bahut badh gaye!,Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere life ko thoda mushkil banaya hai, lekin ab main digital payment ke options explore kar raha hoon!",Neutral
"Maine note bandi ke baad apne financial planning ko badhaya hai, main ab bachat karne laga hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Note bandi ne mere life ko bahut easy banaya hai, ab main cashless transaction kar sakta hoon!",Positive
"Maine note bandi ke baad apne financial literacy ko badhaya hai, main ab digital payment ke options samajh sakta hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Note bandi ne mere life ko thoda mushkil banaya hai, lekin ab main digital payment ke options explore kar raha hoon!",Neutral
"Maine note bandi ke baad apne financial literacy ko badhaya hai, main ab digital payment ke options samajh sakta hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Maine note bandi ke baad apne business ko online shift kiya hai, ab main digital payment accept kar sakta hoon!",Positive
Note bandi ke baad mere paas digital payment ke options bahut badh gaye!,Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere life ko thoda mushkil banaya hai, lekin ab main digital payment ke options explore kar raha hoon!",Neutral
"Note bandi ne mere life ko bahut easy banaya hai, ab main cashless transaction kar sakta hoon!",Positive
"Maine note bandi ke baad apne financial literacy ko badhaya hai, main ab digital payment ke options samajh sakta hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Maine note bandi ke baad apne financial planning ko badhaya hai, main ab bachat karne laga hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Note bandi ne mere life ko thoda mushkil banaya hai, lekin ab main digital payment ke options explore kar raha hoon!",Neutral
"Maine note bandi ke baad apne financial literacy ko badhaya hai, main ab digital payment ke options samajh sakta hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Maine note bandi ke baad apne business ko online shift kiya hai, ab main digital payment accept kar sakta hoon!",Positive
Note bandi ke baad mere paas digital payment ke options bahut badh gaye!,Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere life ko thoda mushkil banaya hai, lekin ab main digital payment ke options explore kar raha hoon!",Neutral
"Maine note bandi ke baad apne financial planning ko badhaya hai, main ab bachat karne laga hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Note bandi ne mere life ko bahut easy banaya hai, ab main cashless transaction kar sakta hoon!",Positive
"Maine note bandi ke baad apne financial literacy ko badhaya hai, main ab digital payment ke options samajh sakta hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Note bandi ne mere life ko thoda mushkil banaya hai, lekin ab main digital payment ke options explore kar raha hoon!",Neutral
"Maine note bandi ke baad apne financial literacy ko badhaya hai, main ab digital payment ke options samajh sakta hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Maine note bandi ke baad apne business ko online shift kiya hai, ab main digital payment accept kar sakta hoon!",Positive
Note bandi ke baad mere paas digital payment ke options bahut badh gaye!,Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere life ko thoda mushkil banaya hai, lekin ab main digital payment ke options explore kar raha hoon!",Neutral
"Note bandi ne mere life ko bahut easy banaya hai, ab main cashless transaction kar sakta hoon!",Positive
"Maine note bandi ke baad apne financial literacy ko badhaya hai, main ab digital payment ke options samajh sakta hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Note bandi ne mere life ko thoda mushkil banaya hai, lekin ab main digital payment ke options explore kar raha hoon!",Neutral
"Maine note bandi ke baad apne financial literacy ko badhaya hai, main ab digital payment ke options samajh sakta hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Maine note bandi ke baad apne business ko online shift kiya hai, ab main digital payment accept kar sakta hoon!",Positive
Note bandi ke baad mere paas digital payment ke options bahut badh gaye!,Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere life ko thoda mushkil banaya hai, lekin ab main digital payment ke options explore kar raha hoon!",Neutral
"Note bandi ne mere life ko bahut easy banaya hai, ab main cashless transaction kar sakta hoon!",Positive
"Maine note bandi ke baad apne financial literacy ko badhaya hai, main ab digital payment ke options samajh sakta hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Note bandi ne mere life ko thoda mushkil banaya hai, lekin ab main digital payment ke options explore kar raha hoon!",Neutral
"Maine note bandi ke baad apne financial literacy ko badhaya hai, main ab digital payment ke options samajh sakta hoon!",Positive
"Note bandi ke baad mere paas cash ki kami ho gayi, main bahut pareshan hoon!",Negative
"Digital payment ke options bahut convenient hain, main ab cashless transaction kar sakta hoon!",Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere business ko nuksan pahunchaya hai, main ab online payment nahi accept kar sakta!",Negative
"Maine note bandi ke baad apne business ko online shift kiya hai, ab main digital payment accept kar sakta hoon!",Positive
Note bandi ke baad mere paas digital payment ke options bahut badh gaye!,Positive
"Ab main cashless transaction kar sakta hoon, lekin mere paas digital payment ke options limited hain!",Neutral
"Note bandi ne mere life ko thoda mushkil banaya hai, lekin ab main digital payment ke options explore kar raha hoon!",Neutral
"Maine note bandi ke baad apne financial planning ko badhaya hai, main ab bachat karne laga hoon!",Positive
"Note bandi ne mere life ko bahut easy banaya hai, ab main cashless transaction kar sakta hoon!",Positive
"Maine Amazon se phone kharida, delivery bahut tez thi!",Positive
Flipkart par mere order ki delivery mein bahut der ho gayi!,Negative
Mere paas Paytm mall se shopping karne ka experience bahut accha tha!,Positive
"Maine Snapdeal se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Amazon ki customer service bahut acchi hai, mere queries ka solution mil gaya!",Positive
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Flipkart se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Paytm mall se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Snapdeal se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Flipkart ki customer service bahut kharab hai, mere queries ka solution nahi mila!",Negative
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Amazon ki customer service bahut acchi hai, mere queries ka solution mil gaya!",Positive
"Mere paas Paytm mall se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Flipkart se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Flipkart se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Paytm mall se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Snapdeal se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Flipkart ki customer service bahut kharab hai, mere queries ka solution nahi mila!",Negative
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Amazon ki customer service bahut acchi hai, mere queries ka solution mil gaya!",Positive
"Mere paas Paytm mall se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Flipkart se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Flipkart se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Paytm mall se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Snapdeal se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Flipkart ki customer service bahut kharab hai, mere queries ka solution nahi mila!",Negative
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon ki customer service bahut acchi hai, mere queries ka solution mil gaya!",Positive
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Paytm mall se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Flipkart se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Paytm mall se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Snapdeal se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Flipkart ki customer service bahut kharab hai, mere queries ka solution nahi mila!",Negative
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon ki customer service bahut acchi hai, mere queries ka solution mil gaya!",Positive
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Paytm mall se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Flipkart se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Paytm mall se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Snapdeal se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Flipkart ki customer service bahut kharab hai, mere queries ka solution nahi mila!",Negative
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon ki customer service bahut acchi hai, mere queries ka solution mil gaya!",Positive
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Flipkart se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Paytm mall se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Snapdeal se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Flipkart ki customer service bahut kharab hai, mere queries ka solution nahi mila!",Negative
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon ki customer service bahut acchi hai, mere queries ka solution mil gaya!",Positive
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Flipkart se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Paytm mall se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Snapdeal se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Flipkart ki customer service bahut kharab hai, mere queries ka solution nahi mila!",Negative
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon ki customer service bahut acchi hai, mere queries ka solution mil gaya!",Positive
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Flipkart ki customer service bahut kharab hai, mere queries ka solution nahi mila!",Negative
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Flipkart se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Paytm mall se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Snapdeal se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Flipkart ki customer service bahut kharab hai, mere queries ka solution nahi mila!",Negative
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon ki customer service bahut acchi hai, mere queries ka solution mil gaya!",Positive
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Flipkart ki customer service bahut kharab hai, mere queries ka solution nahi mila!",Negative
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Flipkart se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon par mere order ki delivery mein bahut der ho gayi, main bahut pareshan hua!",Negative
"Mere paas Paytm mall se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Snapdeal se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Flipkart ki customer service bahut kharab hai, mere queries ka solution nahi mila!",Negative
"Amazon par mere order ki tracking bahut aasan thi, delivery bhi tez thi!",Positive
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
"Maine Paytm mall se kharida hua product bahut pasand aaya, quality bhi acchi thi!",Positive
"Amazon ki customer service bahut acchi hai, mere queries ka solution mil gaya!",Positive
"Mere paas Snapdeal se shopping karne ka experience bahut accha tha, discount bhi mila!",Positive
"Maine Flipkart se kharida hua product return kiya, refund process bahut aasan tha!",Neutral
"Mere paas Flipkart se shopping karne ka experience bahut kharab tha, product quality bhi kharab thi!",Negative
